"","scrubbed_species_binomial","Height","Leaf_N","Leaf_P","Seed_mass","SLA","Wood_density","FAMILY_STD","GROWTHFORM_STD","GROWTHFORM_DIV","GROWTHFORM_GEN"
"8634","Hirtella racemosa",23,20.58587,1.31142658,130.5,16.248,0.7816287375,NA,NA,NA,NA
"8635","Hirtella rugosa",NA,12.8,0.73959,NA,NA,0.9,"Chrysobalanaceae","Tree","Tree","woody"
"8636","Hirtella triandra",16.75,11.272463985,0.65015,212.609333333333,16.7975,0.682785,"Chrysobalanaceae","Tree","Herb_Shrub_Tree","woody"
"8637","Hirtella tubiflora",NA,13,NA,NA,NA,NA,"Chrysobalanaceae","Tree","Non-woody epiphyte_Shrub_Tree","woody"
"8638","Hoheria glabrata",10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8639","Hoita macrostachya",NA,NA,NA,20,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"8640","Holacantha emoryi",7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8641","Holarrhena floribunda",NA,NA,NA,NA,NA,0.4691225,NA,NA,NA,NA
"8642","Holarrhena pubescens",NA,NA,NA,NA,NA,0.628024166666667,NA,NA,NA,NA
"8643","Holcus lanatus",0.319950142857143,21.46392,NA,0.315068275862069,32.18407764175,NA,"Poaceae","Herb","Herb","herbaceous"
"8644","Holcus mollis",0.31875,NA,NA,NA,38.9133333333333,NA,"Poaceae","Herb","Herb","herbaceous"
"8645","Holigarna grahamii",9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8646","Hollandaea lamingtoniana",NA,NA,NA,NA,NA,0.5810875,NA,NA,NA,NA
"8647","Holocalyx balansae",20,NA,NA,NA,NA,0.85902,"Fabaceae","Tree","Tree","woody"
"8648","Holocarpha obconica",NA,NA,NA,2.108,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"8649","Holocarpha virgata",NA,NA,NA,1.252,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"8650","Holodiscus discolor",2.68586166666667,17.6486797,1.9022917,0.11043,16.1706034785653,0.708666666666667,"Rosaceae","Shrub","Shrub","woody"
"8651","Holoptelea grandis",20,NA,NA,NA,NA,0.594200682,NA,NA,NA,NA
"8652","Holoptelea integrifolia",NA,NA,NA,40,NA,0.515451625,NA,NA,NA,NA
"8653","Holosteum umbellatum",0.16204,NA,NA,0.096,37.0317568181818,NA,"Caryophyllaceae","Herb","Herb","herbaceous"
"8654","Homalanthus novoguineensis",NA,29.73,NA,28.005,10.4513666666667,0.261222222222222,NA,NA,NA,NA
"8655","Homalanthus populifolius",NA,NA,NA,NA,NA,0.27576,"Euphorbiaceae","Tree","Tree","woody"
"8656","Homalanthus populneus",NA,31.95,NA,NA,19.7,0.29,"Euphorbiaceae","Tree","Tree","woody"
"8657","Homalium bhamoense",NA,NA,NA,4.485,NA,0.79,NA,NA,NA,NA
"8658","Homalium caryophyllaceum",NA,NA,NA,NA,NA,0.75,NA,NA,NA,NA
"8659","Homalium celebicum",NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA
"8660","Homalium circumpinnatum",NA,NA,NA,NA,NA,0.719206,NA,NA,NA,NA
"8661","Homalium foetidum",NA,NA,NA,NA,NA,0.72888625,NA,NA,NA,NA
"8662","Homalium grandiflorum",NA,NA,NA,NA,NA,0.77,NA,NA,NA,NA
"8663","Homalium letestui",2.5,NA,NA,NA,NA,0.71419966,NA,NA,NA,NA
"8664","Homalium longifolium",NA,NA,NA,NA,NA,0.76,NA,NA,NA,NA
"8665","Homalium racemosum",NA,18.84,0.94424,NA,NA,0.795,"Salicaceae","Tree","Shrub_Tree","woody"
"8666","Homogyne alpina",0.045,NA,NA,NA,17.998,NA,NA,NA,NA,NA
"8667","Homogyne discolor",0.04,NA,NA,NA,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"8668","Honckenya peploides",0.4,NA,NA,10.6101065,17.75415,NA,"Caryophyllaceae","Herb","Shrub_Herb","herbaceous"
"8669","Hopea acuminata",NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA
"8670","Hopea apiculata",NA,NA,NA,NA,NA,0.86,NA,NA,NA,NA
"8671","Hopea beccariana",NA,NA,NA,NA,NA,0.653333333333333,NA,NA,NA,NA
"8672","Hopea bracteata",NA,NA,NA,NA,NA,0.616666666666667,NA,NA,NA,NA
"8673","Hopea celebica",NA,NA,NA,NA,NA,0.91,NA,NA,NA,NA
"8674","Hopea dryobalanoides",NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA
"8675","Hopea ferrea",NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
"8676","Hopea ferruginea",NA,NA,NA,NA,NA,0.605571428571429,NA,NA,NA,NA
"8677","Hopea foxworthyi",NA,NA,NA,NA,NA,0.51,NA,NA,NA,NA
"8678","Hopea hainanensis",NA,14.28,0.99,NA,NA,0.890079166666667,"Dipterocarpaceae","Tree","Tree","woody"
"8679","Hopea iriana",NA,NA,NA,NA,NA,0.8410975,NA,NA,NA,NA
"8680","Hopea macrophylla",1.83046318537859,NA,NA,30330,16.6405846153846,0.35925,NA,NA,NA,NA
"8681","Hopea malibato",NA,NA,NA,NA,NA,0.89,NA,NA,NA,NA
"8682","Hopea mengarawan",NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA
"8683","Hopea microptera",NA,NA,NA,NA,NA,0.636666666666667,NA,NA,NA,NA
"8684","Hopea nervosa",NA,NA,NA,NA,NA,0.613333333333333,NA,NA,NA,NA
"8685","Hopea nodosa",NA,NA,NA,NA,NA,0.63,NA,NA,NA,NA
"8686","Hopea odorata",NA,NA,NA,909.1,NA,0.72761,NA,NA,NA,NA
"8687","Hopea pachycarpa",NA,NA,NA,NA,NA,0.646666666666667,NA,NA,NA,NA
"8688","Hopea papuana",NA,NA,NA,NA,NA,0.636425,NA,NA,NA,NA
"8689","Hopea parviflora",4,NA,NA,200,NA,0.79,NA,NA,NA,NA
"8690","Hopea parvifolia",NA,NA,NA,NA,NA,0.852195,NA,NA,NA,NA
"8691","Hopea pentanervia",NA,NA,NA,NA,NA,0.93,NA,NA,NA,NA
"8692","Hopea plagata",NA,NA,NA,NA,NA,0.71,NA,NA,NA,NA
"8693","Hopea sangal",1.69628558786346,NA,NA,NA,17.0308571428571,0.603176470588235,NA,NA,NA,NA
"8694","Hopea semicuneata",NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA
"8695","Hopea seminis",NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA
"8696","Hopea subalata",NA,NA,NA,NA,NA,0.82,NA,NA,NA,NA
"8697","Hopea treubii",NA,NA,NA,NA,NA,0.59,NA,NA,NA,NA
"8698","Hopea vesquei",NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA
"8699","Hordelymus europaeus",0.75,NA,NA,6.782,41.1814285714286,NA,"Poaceae","Herb","Herb","herbaceous"
"8700","Hordeum brachyantherum",1,NA,NA,2.8072622,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"8701","Hordeum brevisubulatum",NA,NA,NA,12,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"8702","Hordeum bulbosum",NA,NA,NA,6.99181818181818,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"8703","Hordeum californicum",NA,NA,NA,2.58,NA,NA,NA,NA,NA,NA
"8704","Hordeum comosum",NA,NA,NA,4.25,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"8705","Hordeum distichon",0.8025,NA,NA,40.9,30.182,NA,"Poaceae","Herb","Herb","herbaceous"
"8706","Hordeum jubatum",0.6,20.57503,NA,2.48467483333333,23.0179,NA,"Poaceae","Herb","Herb","herbaceous"
"8707","Hordeum marinum",0.139285714285714,NA,NA,0.875,46.43,NA,"Poaceae","Herb","Herb","herbaceous"
"8708","Hordeum murinum",0.21810101010101,30.5,NA,4.9154122,34.5421954368932,NA,"Poaceae","Herb","Shrub_Herb","herbaceous"
"8709","Hordeum pusillum",0.4,NA,NA,3.2228,NA,NA,"Poaceae","Herb","Herb","herbaceous"
"8710","Hordeum roshevitzii",NA,NA,NA,NA,17.5129905,NA,"Poaceae","Herb","Herb","herbaceous"
"8711","Hordeum secalinum",0.325,NA,NA,NA,33.2666666666667,NA,"Poaceae","Herb","Herb","herbaceous"
"8712","Hordeum spontaneum",0.1946275,NA,NA,43.04475,38.10245,NA,"Poaceae","Herb","Herb","herbaceous"
"8713","Hordeum vulgare",0.655354444444444,NA,NA,44.3186666666667,32.5690666666667,NA,"Poaceae","Herb","Herb","herbaceous"
"8714","Horkelia cuneata",NA,NA,NA,0.059,NA,NA,"Rosaceae","Herb","Herb","herbaceous"
"8715","Horkelia marinensis",NA,NA,NA,0.582,NA,NA,"Rosaceae","Herb","Herb","herbaceous"
"8716","Horkelia rydbergii",NA,NA,NA,0.133,NA,NA,"Rosaceae","Herb","Herb","herbaceous"
"8717","Horkelia sericata",NA,NA,NA,1.245,NA,NA,"Rosaceae","Herb","Herb","herbaceous"
"8718","Horkelia tenuiloba",NA,NA,NA,0.364,NA,NA,"Rosaceae","Herb","Herb","herbaceous"
"8719","Horminum pyrenaicum",0.09,NA,NA,1.77,NA,NA,NA,NA,NA,NA
"8720","Hornungia petraea",0.063125,NA,NA,0.365,19,NA,"Brassicaceae","Herb","Herb","herbaceous"
"8721","Hornungia procumbens",0.05,NA,NA,0.507,NA,NA,"Brassicaceae","Herb","Herb","herbaceous"
"8722","Horsfieldia amygdalina",NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA
"8723","Horsfieldia crassifolia",NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA
"8724","Horsfieldia glabra",NA,NA,NA,NA,NA,0.46,"Myristicaceae","Tree","Tree","woody"
"8725","Horsfieldia grandis",NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA
"8726","Horsfieldia irya",NA,NA,NA,NA,NA,0.43180625,NA,NA,NA,NA
"8727","Horsfieldia sucosa",NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA
"8728","Hortia arborea",NA,NA,NA,NA,NA,1.02,NA,NA,NA,NA
"8729","Hortia longifolia",NA,NA,NA,NA,NA,0.9,"Rutaceae","Tree","Tree","woody"
"8730","Hortia regia",NA,NA,NA,NA,NA,0.783755,NA,NA,NA,NA
"8731","Hosackia crassifolia",NA,NA,NA,5.88066666666667,NA,NA,NA,NA,NA,NA
"8732","Hosackia gracilis",NA,NA,NA,1.753,NA,NA,NA,NA,NA,NA
"8733","Hosackia pinnata",NA,NA,NA,2.64975,NA,NA,NA,NA,NA,NA
"8734","Hosackia stipularis",NA,NA,NA,3.45,NA,NA,NA,NA,NA,NA
"8735","Hosta plantaginea",NA,24.87,1.24,NA,12.4720039775,NA,"Asparagaceae","Herb","Herb","herbaceous"
"8736","Hottonia palustris",0.4,NA,NA,0.125,89.31,NA,NA,NA,NA,NA
"8737","Houstonia canadensis",0.2,NA,NA,NA,NA,NA,"Rubiaceae","Herb","Herb","herbaceous"
"8738","Hovea linearis",0.6,NA,NA,16.53,9.09,NA,NA,NA,NA,NA
"8739","Hovenia dulcis",NA,NA,NA,26.99,NA,0.543015625,"Rhamnaceae","Tree","Tree","woody"
"8740","Howea belmoreana",NA,NA,NA,6061,NA,NA,NA,NA,NA,NA
"8741","Howea forsteriana",NA,NA,NA,2609.6,NA,NA,NA,NA,NA,NA
"8742","Hoya australis",NA,NA,NA,1.412,30.291475,NA,"Apocynaceae","Tree","Tree","woody"
"8743","Huberodendron patinoi",NA,NA,NA,NA,NA,0.5,"Malvaceae","Tree","Tree","woody"
"8744","Huberodendron swietenioides",NA,NA,NA,NA,NA,0.56339343425,"Malvaceae","Tree","Tree","woody"
"8745","Huertea cubensis",NA,NA,NA,NA,NA,0.31,"Tapisciaceae","Tree","Tree","woody"
"8746","Huertea glandulosa",NA,20.8,NA,NA,23.525,0.42861777325,"Tapisciaceae","Tree","Liana_Tree","woody"
"8747","Huertea granadina",NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA
"8748","Hulsea algida",NA,NA,NA,0.576,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"8749","Humbertia madagascariensis",NA,NA,NA,NA,NA,1.14810471175,"Convolvulaceae","Tree","Tree","woody"
"8750","Humiria balsamifera",NA,NA,NA,NA,NA,0.730613461538462,"Humiriaceae","Tree","Shrub_Tree","woody"
"8751","Humiriastrum colombianum",NA,NA,NA,NA,NA,0.69,"Humiriaceae","Tree","Tree","woody"
"8752","Humiriastrum cuspidatum",NA,NA,NA,NA,NA,0.721,"Humiriaceae","Tree","Tree","woody"
"8753","Humiriastrum diguense",NA,12.6,NA,NA,6.71844627,NA,"Humiriaceae","Tree","Shrub_Tree","woody"
"8754","Humiriastrum excelsum",NA,NA,NA,NA,NA,0.75,"Humiriaceae","Tree","Tree","woody"
"8755","Humiriastrum melanocarpum",NA,NA,NA,NA,NA,0.6,"Humiriaceae","Tree","Tree","woody"
"8756","Humiriastrum obovatum",NA,NA,NA,NA,NA,0.77156,"Humiriaceae","Tree","Tree","woody"
"8757","Humiriastrum procerum",NA,NA,NA,NA,NA,0.625714285714286,"Humiriaceae","Tree","Tree","woody"
"8758","Humiriastrum subcrenatum",NA,9.5,NA,NA,NA,NA,"Humiriaceae","Tree","Tree","woody"
"8759","Humulus lupulus",5,NA,NA,3.46,23.9666666666667,NA,NA,NA,NA,NA
"8760","Humulus scandens",NA,NA,NA,18,NA,NA,"Cannabaceae","Herb","Herb","herbaceous"
"8761","Hunteria ballayi",2.95652173913043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8762","Hunteria zeylanica",NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA
"8763","Huodendron biaristatum",NA,NA,NA,NA,NA,0.5940225,"Styracaceae","Tree","Tree","woody"
"8764","Huperzia selago",0.115909090909091,NA,NA,NA,14.102,NA,NA,NA,NA,NA
"8765","Hura crepitans",41,19.8,NA,580.115,23.2361,0.367127841193548,"Euphorbiaceae","Tree","Shrub_Tree","woody"
"8766","Hura polyandra",20,31,NA,26,20.89,0.35,"Euphorbiaceae","Tree","Tree","woody"
"8767","Hyacinthoides hispanica",NA,NA,NA,NA,24.275,NA,"Asparagaceae","Herb","Herb","herbaceous"
"8768","Hyacinthoides non-scripta",0.2175,NA,NA,5.76375,21.2333333333333,NA,"Asparagaceae","Herb","Herb","herbaceous"
"8769","Hyacinthus orientalis",0.275,NA,NA,NA,NA,NA,"Asparagaceae","Herb","Herb","herbaceous"
"8770","Hybanthus guanacastensis",NA,27.19776,NA,NA,NA,NA,"Violaceae","Shrub","Tree_Shrub","woody"
"8771","Hybanthus prunifolius",6,NA,NA,19.0005,NA,0.67,NA,NA,NA,NA
"8772","Hydnocarpus castanea",NA,NA,NA,NA,NA,0.7,NA,NA,NA,NA
"8773","Hydnocarpus ilicifolia",NA,NA,NA,NA,NA,0.81,NA,NA,NA,NA
"8774","Hydnocarpus kurzii",NA,NA,NA,1014.675,NA,0.599128,"Achariaceae","Tree","Tree","woody"
"8775","Hydnocarpus pentandrus",9.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8776","Hydnocarpus polypetalus",NA,NA,NA,NA,NA,0.55,NA,NA,NA,NA
"8777","Hydnocarpus wightiana",NA,NA,NA,NA,NA,0.46497,NA,NA,NA,NA
"8778","Hydnocarpus wightianus",NA,NA,NA,769.9,NA,NA,NA,NA,NA,NA
"8779","Hydnocarpus woodii",NA,NA,NA,NA,NA,0.64,NA,NA,NA,NA
"8780","Hydrangea asterolasia",NA,14.8,1.27642,NA,NA,NA,NA,NA,NA,NA
"8781","Hydrangea paniculata",NA,21.8,1.675,0.04,3.03398058252427e-05,0.59,"Hydrangeaceae","Shrub","Shrub","woody"
"8782","Hydrangea petiolaris",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"8783","Hydriastele microspadix",NA,12.03,NA,NA,NA,0.279,NA,NA,NA,NA
"8784","Hydrocharis morsus-ranae",0.0283333333333333,NA,NA,0.17,40.2926666666667,NA,"Hydrocharitaceae","Herb","Aquatic_Herb","herbaceous"
"8785","Hydrochorea corymbosa",NA,NA,NA,NA,NA,0.47,"Fabaceae","Tree","Shrub_Tree","woody"
"8786","Hydrochorea gonggrijpii",NA,NA,NA,NA,NA,0.58,NA,NA,NA,NA
"8787","Hydrocotyle bonariensis",NA,NA,NA,1.3,NA,NA,"Araliaceae","Herb","Herb","herbaceous"
"8788","Hydrocotyle foveolata",0.13,NA,NA,0.22,31.35,NA,NA,NA,NA,NA
"8789","Hydrocotyle hirta",NA,NA,NA,0.1808782,NA,NA,"Araliaceae","Herb","Herb","herbaceous"
"8790","Hydrocotyle javanica",NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA
"8791","Hydrocotyle moschata",NA,NA,NA,0.07,NA,NA,"Araliaceae","Herb","Herb","herbaceous"
"8792","Hydrocotyle setulosa",0.02,NA,NA,0.24,23.34,NA,NA,NA,NA,NA
"8793","Hydrocotyle verticillata",NA,NA,NA,1.896826125,NA,NA,"Araliaceae","Herb","Herb","herbaceous"
"8794","Hydrocotyle vulgaris",0.170833333333333,NA,NA,0.55,30.9438461538462,NA,NA,NA,NA,NA
"8795","Hydrogaster trinervis",NA,NA,NA,NA,NA,0.63,"Malvaceae","Tree","Tree","woody"
"8796","Hydrophyllum capitatum",NA,35.2,3.17475,11.09,17.2792849988889,NA,"Boraginaceae","Herb","Herb","herbaceous"
"8797","Hydrophyllum fendleri",NA,36.177924198,2.98001,NA,NA,NA,"Boraginaceae","Herb","Herb","herbaceous"
"8798","Hydrophyllum tenuipes",NA,NA,NA,7.5,NA,NA,"Boraginaceae","Herb","Herb","herbaceous"
"8799","Hydrophyllum virginianum",NA,NA,NA,8.1,NA,NA,"Boraginaceae","Herb","Herb","herbaceous"
"8800","Hylandia dockrillii",NA,NA,NA,NA,NA,0.48208,NA,NA,NA,NA
"8801","Hylenaea praecelsa",NA,NA,NA,2499.75555555556,NA,NA,NA,NA,NA,NA
"8802","Hylodendron gabunense",6.47222222222222,NA,NA,NA,NA,0.78693632325,"Fabaceae","Tree","Tree","woody"
"8803","Hymenaea courbaril",30.4,21.698591365,1.03461233285714,33194.443140375,14.14648,0.781901818181818,"Fabaceae","Tree","Shrub_Tree","woody"
"8804","Hymenaea intermedia",NA,NA,NA,NA,NA,0.82,"Fabaceae","Tree","Tree","woody"
"8805","Hymenaea martiana",NA,NA,NA,NA,NA,0.825,"Fabaceae","Tree","Tree","woody"
"8806","Hymenaea oblongifolia",NA,23.4,NA,NA,17.993,0.734444444444444,"Fabaceae","Tree","Shrub_Tree","woody"
"8807","Hymenaea parvifolia",NA,NA,NA,NA,NA,0.8773666667,"Fabaceae","Tree","Tree","woody"
"8808","Hymenaea stigonocarpa",NA,NA,NA,NA,NA,0.9,"Fabaceae","Tree","Shrub_Tree","woody"
"8809","Hymenaea verrucosa",NA,NA,NA,709.2,NA,0.731925,"Fabaceae","Tree","Tree","woody"
"8810","Hymenocardia acida",NA,NA,NA,NA,NA,0.7018575,NA,NA,NA,NA
"8811","Hymenocarpos circinnatus",NA,NA,NA,6.25,NA,NA,"Fabaceae","Herb","Herb","herbaceous"
"8812","Hymenodictyon orixense",NA,NA,NA,NA,NA,0.456025083333333,"Rubiaceae","Tree","Tree","woody"
"8813","Hymenolepis parviflora",NA,NA,NA,2.47,NA,NA,"Asteraceae","Shrub","Shrub","woody"
"8814","Hymenolobium excelsum",NA,NA,NA,NA,NA,0.598,"Fabaceae","Tree","Tree","woody"
"8815","Hymenolobium flavum",NA,NA,NA,NA,NA,0.6872925,NA,NA,NA,NA
"8816","Hymenolobium modestum",NA,NA,NA,NA,NA,0.67057765225,"Fabaceae","Tree","Tree","woody"
"8817","Hymenolobium nitidum",NA,NA,NA,NA,NA,0.55,"Fabaceae","Tree","Tree","woody"
"8818","Hymenolobium petraeum",NA,NA,NA,NA,NA,0.7125,"Fabaceae","Tree","Tree","woody"
"8819","Hymenolobium pulcherrimum",NA,NA,NA,NA,NA,0.635,"Fabaceae","Tree","Tree","woody"
"8820","Hymenophyllum tunbrigense",0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8821","Hymenosporum flavum",21.34,NA,NA,NA,NA,0.6070025,"Pittosporaceae","Tree","Tree","woody"
"8822","Hymenostegia afzelii",NA,NA,NA,NA,NA,0.824053544,NA,NA,NA,NA
"8823","Hymenostegia pellegrinii",NA,NA,NA,NA,NA,0.837087693,"Fabaceae","Tree","Tree","woody"
"8824","Hymenoxys hoopesii",NA,19.9401522507692,1.749581,0.9455,19.5283146344444,NA,"Asteraceae","Herb","Herb","herbaceous"
"8825","Hyoscyamus aureus",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"8826","Hyoscyamus niger",0.575555555555556,NA,NA,0.601714285714286,39.04202919,NA,"Solanaceae","Herb","Herb","herbaceous"
"8827","Hyoscyamus reticulatus",NA,NA,NA,0.775,NA,NA,NA,NA,NA,NA
"8828","Hyospathe elegans",NA,28.8,NA,NA,16.568,NA,"Arecaceae","Tree","Herb_Shrub_Tree","woody"
"8829","Hyparrhenia filipendula",0.698,15.4,NA,NA,1.9485,NA,"Poaceae","Herb","Herb","herbaceous"
"8830","Hyparrhenia hirta",0.85635,15.3,NA,0.76,1.8185,NA,"Poaceae","Herb","Herb","herbaceous"
"8831","Hyparrhenia rufa",NA,NA,NA,0.3,NA,NA,"Poaceae","Herb","Vine_Tree_Herb","herbaceous"
"8832","Hypecoum leptocarpum",NA,21.16667,1.02394711,NA,167.8485,NA,NA,NA,NA,NA
"8833","Hypelate trifoliata",11.8872,NA,NA,NA,NA,NA,"Sapindaceae","Tree","Tree","woody"
"8834","Hyperanthera pterygosperma",NA,NA,NA,202.02,NA,NA,NA,NA,NA,NA
"8835","Hyperbaena ilicifolia",5,NA,NA,21,NA,NA,"Menispermaceae","Tree","Liana_Shrub_Tree","woody"
"8836","Hypericum anagalloides",NA,NA,NA,0.028,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8837","Hypericum androsaemum",0.58,NA,NA,0.0625,NA,NA,"Hypericaceae","Shrub","Shrub","woody"
"8838","Hypericum balearicum",NA,24.5,NA,NA,8.54009869,NA,NA,NA,NA,NA
"8839","Hypericum boreale",0.3,NA,NA,0.02,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8840","Hypericum brasiliense",NA,NA,NA,NA,NA,0.985,NA,NA,NA,NA
"8841","Hypericum calycinum",0.32,NA,NA,0.45,11.5,NA,"Hypericaceae","Shrub","Shrub","woody"
"8842","Hypericum canadense",0.144,NA,NA,NA,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8843","Hypericum cistifolium",NA,NA,NA,0.03,NA,NA,NA,NA,NA,NA
"8844","Hypericum concinnum",NA,NA,NA,0.261,NA,NA,NA,NA,NA,NA
"8845","Hypericum elegans",0.225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8846","Hypericum ellipticum",NA,NA,NA,0.03,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8847","Hypericum elodes",0.165625,NA,NA,0.0766666666666667,39.794,NA,NA,NA,NA,NA
"8848","Hypericum erectum",NA,NA,NA,0.05,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8849","Hypericum formosum",NA,NA,NA,0.155,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8850","Hypericum gentianoides",0.3,NA,NA,0.04,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8851","Hypericum gramineum",0.33,NA,NA,0.00975,23.24,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8852","Hypericum gymnanthum",0.9,NA,NA,0.01,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8853","Hypericum hircinum",NA,NA,NA,NA,24.32,NA,NA,NA,NA,NA
"8854","Hypericum hirsutum",0.608333333333333,NA,NA,0.0768,27.2,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8855","Hypericum humifusum",0.0895833333333333,NA,NA,0.035,22.949,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8856","Hypericum hypericoides",NA,19.7,NA,NA,12.419872433,NA,"Hypericaceae","Shrub","Herb_Shrub","woody"
"8857","Hypericum hyssopifolium",NA,NA,NA,0.4,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8858","Hypericum irazuense",NA,NA,NA,NA,16.7122280353846,NA,"Hypericaceae","Shrub","Herb_Shrub","woody"
"8859","Hypericum kalmianum",0.7,NA,NA,0.08,NA,NA,"Hypericaceae","Shrub","Shrub","woody"
"8860","Hypericum linarioides",NA,NA,NA,0.15,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8861","Hypericum maculatum",0.4138,NA,NA,0.08,24.8872727272727,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8862","Hypericum majus",0.7,NA,NA,0.01,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8863","Hypericum montanum",0.36875,NA,NA,0.0626,24.6,NA,NA,NA,NA,NA
"8864","Hypericum perforatum",0.472923076923077,NA,NA,0.1441903,29.3162470751429,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8865","Hypericum prolificum",1,NA,NA,0.1,NA,NA,"Hypericaceae","Shrub","Shrub","woody"
"8866","Hypericum pulchrum",0.371875,NA,NA,0.0866666666666667,17.6,NA,NA,NA,NA,NA
"8867","Hypericum scouleri",NA,NA,NA,0.155,NA,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8868","Hypericum tetrapterum",0.390625,NA,NA,0.055,36.1,NA,"Hypericaceae","Herb","Herb","herbaceous"
"8869","Hypericum triquetrifolium",NA,NA,NA,1.6,NA,NA,"Hypericaceae","Shrub","Shrub","woody"
"8870","Hypericum undulatum",0.405,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8871","Hypobathrum racemosum",NA,NA,NA,NA,NA,0.495968,NA,NA,NA,NA
"8872","Hypochaeris glabra",0.196111111111111,NA,NA,0.6188029,39.92086125,NA,"Asteraceae","Herb","Herb","herbaceous"
"8873","Hypochaeris maculata",0.114285714285714,NA,NA,1.279,20.692,NA,"Asteraceae","Herb","Herb","herbaceous"
"8874","Hypochaeris microcephala",NA,NA,NA,0.4,NA,NA,"Asteraceae","Herb","Herb","herbaceous"
"8875","Hypochaeris radicata",0.3262,NA,NA,0.804389210526316,22.3831801463333,NA,"Asteraceae","Herb","Herb","herbaceous"
"8876","Hypochaeris uniflora",0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8877","Hypolytrum pulchrum",0.45,NA,NA,NA,NA,NA,"Cyperaceae","Herb","Herb","herbaceous"
"8878","Hyptidendron asperrimum",NA,NA,NA,NA,NA,0.43,"Lamiaceae","Tree","Tree","woody"
"8879","Hyptis capitata",NA,NA,NA,0.5,NA,NA,"Lamiaceae","Herb","Vine_Shrub_Herb","herbaceous"
"8880","Hyptis conferta",NA,NA,NA,0.17,NA,NA,"Lamiaceae","Herb","Shrub_Herb","herbaceous"
"8881","Hyptis dilatata",NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA
"8882","Hyptis emoryi",NA,NA,NA,0.453,NA,NA,NA,NA,NA,NA
"8883","Hyptis floribunda",NA,NA,NA,0.4,NA,NA,NA,NA,NA,NA
"8884","Hyptis mutabilis",NA,NA,NA,0.09,NA,NA,"Lamiaceae","Herb","Liana_Vine_Tree_Shrub_Herb","herbaceous"
"8885","Hyptis spicigera",NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA
"8886","Hyptis suaveolens",NA,NA,NA,4.775,NA,NA,NA,NA,NA,NA
"8887","Hyssopus officinalis",0.375,NA,NA,1.5225,20.618,NA,NA,NA,NA,NA
"8888","Hystrix californica",NA,NA,NA,2.1,NA,NA,NA,NA,NA,NA
